msg,cat,idx
12 12 12 12 12 12 12 12 0,0 1 1 1 1,128520
12 12 12 12 12 12 12 12 0,0 1 1 1 1,232281
12 12 12 12 12 12 12 12 0,0 1 1 1 1,170073
12 12 12 12 12 12 12 12 0,0 1 1 1 1,224262
12 12 12 12 12 12 12 12 0,0 1 1 1 1,158409
12 12 12 12 12 12 12 12 0,0 1 1 1 1,234711
12 12 12 12 12 12 12 12 0,0 1 1 1 1,154764
12 12 12 12 12 12 12 12 0,0 1 1 1 1,149904
12 12 12 12 12 12 12 12 0,0 1 1 1 1,103491
12 12 12 12 12 12 12 12 0,0 1 1 1 1,40554
12 12 12 12 12 12 12 12 0,0 1 1 1 1,80163
12 12 12 12 12 12 12 12 0,0 1 1 1 1,89640
12 12 12 12 12 12 12 12 0,0 1 1 1 1,135324
12 12 12 12 12 12 12 12 0,0 1 1 1 1,30834
12 12 12 12 12 12 12 12 0,0 1 1 1 1,34236
12 12 12 12 12 12 12 12 0,0 1 1 1 1,111024
12 12 12 12 12 12 12 12 0,0 1 1 1 1,218430
12 12 12 12 12 12 12 12 0,0 1 1 1 1,43713
12 12 12 12 12 12 12 12 0,0 1 1 1 1,50274
12 12 12 12 12 12 12 12 0,0 1 1 1 1,32778
12 12 12 12 12 12 12 12 0,0 1 1 1 1,167886
12 12 12 12 12 12 12 12 0,0 1 1 1 1,88911
12 12 12 12 12 12 12 12 0,0 1 1 1 1,168372
12 12 12 12 12 12 12 12 0,0 1 1 1 1,189027
12 12 12 12 12 12 12 12 0,0 1 1 1 1,206523
12 12 12 12 12 12 12 12 0,0 1 1 1 1,198018
12 12 12 12 12 12 12 12 0,0 1 1 1 1,231309
12 12 12 12 12 12 12 12 0,0 1 1 1 1,103491
12 12 12 12 12 12 12 12 0,0 1 1 1 1,159138
12 12 12 12 12 12 12 12 0,0 1 1 1 1,224991
12 12 12 12 12 12 12 12 0,0 1 1 1 1,47115
12 12 12 12 12 12 12 12 0,0 1 1 1 1,31563
12 12 12 12 12 12 12 12 0,0 1 1 1 1,181494
12 12 12 12 12 12 12 12 0,0 1 1 1 1,161811
12 12 12 12 12 12 12 12 0,0 1 1 1 1,22572
12 12 12 12 12 12 12 12 0,0 1 1 1 1,70929
12 12 12 12 12 12 12 12 0,0 1 1 1 1,112968
12 12 12 12 12 12 12 12 0,0 1 1 1 1,225477
12 12 12 12 12 12 12 12 0,0 1 1 1 1,52218
12 12 12 12 12 12 12 12 0,0 1 1 1 1,204579
12 12 12 12 12 12 12 12 0,0 1 1 1 1,123660
12 12 12 12 12 12 12 12 0,0 1 1 1 1,212355
12 12 12 12 12 12 12 12 0,0 1 1 1 1,126819
12 12 12 12 12 12 12 12 0,0 1 1 1 1,50274
12 12 12 12 12 12 12 12 0,0 1 1 1 1,143343
12 12 12 12 12 12 12 12 0,0 1 1 1 1,13824
12 12 12 12 12 12 12 12 0,0 1 1 1 1,140184
12 12 12 12 12 12 12 12 0,0 1 1 1 1,112968
12 12 12 12 12 12 12 12 0,0 1 1 1 1,83808
12 12 12 12 12 12 12 12 0,0 1 1 1 1,168615
12 12 12 12 12 12 12 12 0,0 1 1 1 1,22572
12 12 12 12 12 12 12 12 0,0 1 1 1 1,51975
12 12 12 12 12 12 12 12 0,0 1 1 1 1,239814
12 12 12 12 12 12 12 12 0,0 1 1 1 1,198018
12 12 12 12 12 12 12 12 0,0 1 1 1 1,224748
12 12 12 12 12 12 12 12 0,0 1 1 1 1,161811
12 12 12 12 12 12 12 12 0,0 1 1 1 1,242001
12 12 12 12 12 12 12 12 0,0 1 1 1 1,225477
12 12 12 12 12 12 12 12 0,0 1 1 1 1,203607
12 12 12 12 12 12 12 12 0,0 1 1 1 1,224991
12 12 12 12 12 12 12 12 0,0 1 1 1 1,2646
12 12 12 12 12 12 12 12 0,0 1 1 1 1,102762
12 12 12 12 12 12 12 12 0,0 1 1 1 1,186111
12 12 12 12 12 12 12 12 0,0 1 1 1 1,157194
12 12 12 12 12 12 12 12 0,0 1 1 1 1,77004
12 12 12 12 12 12 12 12 0,0 1 1 1 1,43227
12 12 12 12 12 12 12 12 0,0 1 1 1 1,162054
12 12 12 12 12 12 12 12 0,0 1 1 1 1,23544
12 12 12 12 12 12 12 12 0,0 1 1 1 1,42255
12 12 12 12 12 12 12 12 0,0 1 1 1 1,208467
12 12 12 12 12 12 12 12 0,0 1 1 1 1,208467
12 12 12 12 12 12 12 12 0,0 1 1 1 1,4833
12 12 12 12 12 12 12 12 0,0 1 1 1 1,127062
12 12 12 12 12 12 12 12 0,0 1 1 1 1,123660
12 12 12 12 12 12 12 12 0,0 1 1 1 1,204579
12 12 12 12 12 12 12 12 0,0 1 1 1 1,208953
12 12 12 12 12 12 12 12 0,0 1 1 1 1,145530
12 12 12 12 12 12 12 12 0,0 1 1 1 1,242244
12 12 12 12 12 12 12 12 0,0 1 1 1 1,186111
12 12 12 12 12 12 12 12 0,0 1 1 1 1,240543
12 12 12 12 12 12 12 12 0,0 1 1 1 1,34479
12 12 12 12 12 12 12 12 0,0 1 1 1 1,63639
12 12 12 12 12 12 12 12 0,0 1 1 1 1,168615
12 12 12 12 12 12 12 12 0,0 1 1 1 1,60966
12 12 12 12 12 12 12 12 0,0 1 1 1 1,197289
12 12 12 12 12 12 12 12 0,0 1 1 1 1,135324
12 12 12 12 12 12 12 12 0,0 1 1 1 1,78948
12 12 12 12 12 12 12 12 0,0 1 1 1 1,168858
12 12 12 12 12 12 12 12 0,0 1 1 1 1,113697
12 12 12 12 12 12 12 12 0,0 1 1 1 1,76275
12 12 12 12 12 12 12 12 0,0 1 1 1 1,200691
12 12 12 12 12 12 12 12 0,0 1 1 1 1,186111
12 12 12 12 12 12 12 12 0,0 1 1 1 1,83808
12 12 12 12 12 12 12 12 0,0 1 1 1 1,2646
12 12 12 12 12 12 12 12 0,0 1 1 1 1,176634
12 12 12 12 12 12 12 12 0,0 1 1 1 1,102762
12 12 12 12 12 12 12 12 0,0 1 1 1 1,5319
12 12 12 12 12 12 12 12 0,0 1 1 1 1,215271
12 12 12 12 12 12 12 12 0,0 1 1 1 1,135324
12 12 12 12 12 12 12 12 0,0 1 1 1 1,51975
12 12 12 12 12 12 12 12 0,0 1 1 1 1,176634
12 12 12 12 12 12 5 0,0 1 1 1 0,121718
12 12 12 12 12 12 11 0,0 1 1 1 0,2891
12 12 12 12 12 12 12 11 0,0 1 1 1 0,143588
12 12 12 12 12 12 11 0,0 1 1 1 0,53921
12 12 12 12 12 12 11 11 0,0 1 1 1 0,76034
12 12 12 12 12 12 1 1 0,0 1 1 1 0,10667
12 12 12 12 12 12 12 1 0,0 1 1 1 0,118316
12 12 12 12 12 12 1 1 0,0 1 1 1 0,76763
12 12 12 12 12 12 1 1 0,0 1 1 1 0,108110
12 12 12 12 12 12 12 11 0,0 1 1 1 0,172748
12 12 12 12 12 12 5 0,0 1 1 1 0,62183
12 12 12 12 12 12 5 0,0 1 1 1 0,103736
12 12 12 12 12 12 1 1 0,0 1 1 1 0,130709
12 12 12 12 12 12 1 1 0,0 1 1 1 0,165215
12 12 12 12 12 12 12 1 0,0 1 1 1 0,226694
12 12 12 12 12 12 5 0,0 1 1 1 0,81137
12 12 12 12 12 12 5 0,0 1 1 1 0,161570
12 12 12 12 12 12 11 0,0 1 1 1 0,104951
12 12 12 12 12 12 1 1 0,0 1 1 1 0,53678
12 12 12 12 12 12 11 0,0 1 1 1 0,101792
12 12 12 12 12 12 5 0,0 1 1 1 0,211385
12 12 12 12 12 12 5 0,0 1 1 1 0,204581
12 12 12 12 12 12 1 1 0,0 1 1 1 0,160598
12 12 12 12 12 12 11 0,0 1 1 1 0,140429
12 12 12 12 12 12 12 11 0,0 1 1 1 0,236414
12 12 12 12 12 12 11 0,0 1 1 1 0,133868
12 12 12 12 12 12 1 1 0,0 1 1 1 0,49304
12 12 12 12 12 12 12 0,0 1 1 1 0,199235
12 12 12 12 12 12 12 10 0,0 1 1 1 0,63884
12 12 12 12 12 12 11 0,0 1 1 1 0,205310
12 12 12 12 12 12 11 11 0,0 1 1 1 0,56351
12 12 12 12 12 12 1 1 0,0 1 1 1 0,85997
12 12 12 12 12 12 12 11 0,0 1 1 1 0,219161
12 12 12 12 12 12 1 1 0,0 1 1 1 0,188543
12 12 12 12 12 12 1 1 0,0 1 1 1 0,241517
12 12 12 12 12 12 11 11 0,0 1 1 1 0,192674
12 12 12 12 12 12 11 11 0,0 1 1 1 0,135326
12 12 12 12 12 12 5 0,0 1 1 1 0,186113
12 12 12 12 12 12 5 0,0 1 1 1 0,149420
12 12 12 12 12 12 11 0,0 1 1 1 0,29864
12 12 12 12 12 12 12 0,0 1 1 1 0,25976
12 12 12 12 12 12 11 0,0 1 1 1 0,122690
12 12 12 12 12 12 1 1 0,0 1 1 1 0,113942
12 12 12 12 12 12 1 1 0,0 1 1 1 0,189029
12 12 9 9 0,0 1 1 1 0,155252
12 12 12 12 12 12 1 1 0,0 1 1 1 0,173234
12 12 12 12 12 12 1 1 0,0 1 1 1 0,51005
12 12 12 12 12 12 11 0,0 1 1 1 0,80165
12 12 12 12 12 12 12 10 0,0 1 1 1 0,18686
12 12 12 12 12 12 12 11 0,0 1 1 1 0,69716
12 12 12 12 12 12 11 11 0,0 1 1 1 0,121232
12 12 12 12 12 12 5 0,0 1 1 1 0,80894
12 12 12 12 12 12 12 11 0,0 1 1 1 0,195590
12 12 12 12 12 12 1 1 0,0 1 1 1 0,32051
12 12 12 12 12 12 11 11 0,0 1 1 1 0,124148
12 12 12 12 12 12 5 0,0 1 1 1 0,88913
12 12 12 12 12 12 1 1 0,0 1 1 1 0,131438
12 12 12 12 12 12 11 11 0,0 1 1 1 0,138485
1 4 0,0 1 1 1 0,154523
12 12 12 12 12 12 11 11 0,0 1 1 1 0,54164
12 12 12 12 12 12 5 0,0 1 1 1 0,91100
12 12 12 12 12 12 11 0,0 1 1 1 0,120260
12 12 12 12 12 12 1 1 0,0 1 1 1 0,184169
12 12 12 12 12 12 5 0,0 1 1 1 0,8723
12 12 12 12 12 12 12 10 0,0 1 1 1 0,13826
12 12 12 12 12 12 1 1 0,0 1 1 1 0,45902
12 12 12 12 12 12 12 11 0,0 1 1 1 0,12368
12 12 12 12 12 12 5 0,0 1 1 1 0,227909
12 12 12 12 12 12 12 11 0,0 1 1 1 0,88670
12 12 12 12 12 5 0,0 1 1 1 0,17957
12 12 12 12 12 12 11 0,0 1 1 1 0,162299
12 12 12 12 12 12 11 11 0,0 1 1 1 0,185627
12 12 12 12 12 12 5 0,0 1 1 1 0,209684
12 12 12 12 12 12 1 1 0,0 1 1 1 0,148448
12 12 12 12 12 12 1 1 0,0 1 1 1 0,194132
12 12 12 12 12 12 11 0,0 1 1 1 0,164972
12 12 12 12 12 12 1 1 0,0 1 1 1 0,234956
12 12 12 12 12 12 11 11 0,0 1 1 1 0,86483
12 12 12 12 12 12 1 1 0,0 1 1 1 0,114914
12 12 12 12 12 12 11 0,0 1 1 1 0,85268
12 12 12 12 12 12 11 0,0 1 1 1 0,162299
12 12 12 12 12 12 5 0,0 1 1 1 0,231554
12 12 12 12 12 12 12 10 1 0,0 1 1 1 0,193646
12 12 12 12 12 12 1 1 0,0 1 1 1 0,56837
12 12 12 12 12 12 5 0,0 1 1 1 0,25490
12 12 12 12 12 12 12 11 0,0 1 1 1 0,127307
12 12 12 12 12 12 11 0,0 1 1 1 0,237386
12 12 12 12 12 12 11 0,0 1 1 1 0,174692
12 12 12 12 12 12 5 0,0 1 1 1 0,72875
12 12 12 12 12 12 11 10 0,0 1 1 1 0,7751
12 12 12 12 12 12 11 0,0 1 1 1 0,79436
12 12 12 12 12 12 1 1 0,0 1 1 1 0,61940
12 12 12 12 12 12 11 0,0 1 1 1 0,122690
12 12 12 12 12 12 5 0,0 1 1 1 0,111512
12 12 12 12 12 12 11 0,0 1 1 1 0,97904
12 12 12 12 12 12 1 1 0,0 1 1 1 0,198020
12 12 12 12 12 12 1 1 0,0 1 1 1 0,36911
12 12 12 12 12 12 12 10 0,0 1 1 1 0,84782
12 12 12 12 12 12 5 0,0 1 1 1 0,167888
12 12 12 12 12 12 5 0,0 1 1 1 0,123905
12 12 12 12 12 12 5 0,0 1 1 1 0,211385
12 12 12 12 12 12 1 1 0,0 1 1 1 0,233012
12 12 12 12 12 12 1 1 0,0 1 1 1 0,96446
12 12 12 12 12 12 11 0,0 1 1 1 0,4835
12 12 12 12 12 12 1 1 0,0 1 1 1 0,129251
12 12 12 12 12 12 12 11 0,0 1 1 1 0,187814
12 12 12 12 12 12 1 1 0,0 1 1 1 0,229610
12 12 12 12 12 12 11 11 0,0 1 1 1 0,175907
12 12 12 12 12 12 5 0,0 1 1 1 0,213086
12 12 12 12 12 12 1 1 0,0 1 1 1 0,111026
12 12 12 12 12 12 5 0,0 1 1 1 0,200936
12 12 12 12 12 12 5 0,0 1 1 1 0,126821
12 12 12 12 12 12 5 0,0 1 1 1 0,154766
12 12 12 12 12 12 5 0,0 1 1 1 0,7022
12 12 12 12 12 12 11 0,0 1 1 1 0,73361
12 12 12 12 12 12 12 10 1 0,0 1 1 1 0,191945
12 12 12 12 12 12 12 11 0,0 1 1 1 0,236414
12 12 12 12 12 12 1 1 0,0 1 1 1 0,161813
12 12 12 12 12 12 11 11 0,0 1 1 1 0,11639
12 12 12 12 12 12 12 10 0,0 1 1 1 0,146261
12 12 12 12 12 12 1 1 0,0 1 1 1 0,31322
12 12 12 12 12 12 5 0,0 1 1 1 0,183197
12 12 12 12 12 12 11 11 0,0 1 1 1 0,107138
12 12 12 12 12 12 11 11 0,0 1 1 1 0,209198
12 12 12 12 12 12 11 0,0 1 1 1 0,238601
12 12 12 12 12 12 11 0,0 1 1 1 0,239816
12 12 12 12 12 12 12 10 0,0 1 1 1 0,192917
12 12 12 12 12 12 5 0,0 1 1 1 0,154766
12 12 12 12 12 12 12 10 0,0 1 1 1 0,41042
12 12 12 12 12 12 12 10 0,0 1 1 1 0,192917
12 12 12 12 12 12 1 1 0,0 1 1 1 0,66557
12 12 12 12 12 12 1 1 0,0 1 1 1 0,96689
12 12 12 12 12 12 11 0,0 1 1 1 0,106652
12 12 12 12 12 12 11 11 0,0 1 1 1 0,66071
12 12 12 12 12 12 1 1 0,0 1 1 1 0,108596
12 12 12 12 12 12 1 1 0,0 1 1 1 0,22817
12 12 12 12 12 12 1 1 0,0 1 1 1 0,233255
12 12 12 12 12 12 11 0,0 1 1 1 0,144803
12 12 12 12 12 12 12 11 0,0 1 1 1 0,174935
12 12 12 12 12 12 1 1 0,0 1 1 1 0,84539
12 12 12 12 12 12 12 1 0,0 1 1 1 0,164243
12 12 12 12 12 12 11 0,0 1 1 1 0,186842
12 12 12 12 12 12 1 1 0,0 1 1 1 0,5564
12 12 12 12 12 12 11 11 0,0 1 1 1 0,102521
12 12 12 12 12 12 1 1 0,0 1 1 1 0,59510
12 12 12 12 12 12 11 0,0 1 1 1 0,9695
12 12 12 12 12 12 5 0,0 1 1 1 0,60239
12 12 12 12 12 12 12 11 0,0 1 1 1 0,187814
12 12 12 12 12 12 11 11 0,0 1 1 1 0,213572
12 12 12 12 12 12 5 0,0 1 1 1 0,110054
12 12 12 12 12 12 11 11 0,0 1 1 1 0,14069
12 12 12 12 12 12 12 10 1 0,0 1 1 1 0,227666
12 12 12 12 12 12 12 11 0,0 1 1 1 0,194375
12 12 12 12 12 12 1 1 0,0 1 1 1 0,198020
12 12 12 12 12 12 12 11 0,0 1 1 1 0,211142
12 12 12 12 12 12 5 0,0 1 1 1 0,47603
12 12 12 12 12 12 12 11 0,0 1 1 1 0,54893
12 12 12 12 12 12 1 1 0,0 1 1 1 0,203609
12 12 12 12 12 12 5 0,0 1 1 1 0,34724
12 12 12 12 12 12 11 0,0 1 1 1 0,232769
12 12 12 12 12 12 12 1 0,0 1 1 1 0,20873
12 12 12 12 12 12 11 0,0 1 1 1 0,3620
12 12 12 12 12 12 11 11 0,0 1 1 1 0,209927
12 12 12 12 12 12 12 10 0,0 1 1 1 0,197777
12 12 12 12 12 12 1 1 0,0 1 1 1 0,40556
12 12 12 12 12 12 1 1 0,0 1 1 1 0,137270
12 12 12 12 12 12 12 10 0,0 1 1 1 0,133625
12 12 12 12 12 12 1 1 0,0 1 1 1 0,144560
12 12 12 12 12 12 1 1 0,0 1 1 1 0,72632
12 12 12 12 12 12 1 1 0,0 1 1 1 0,164000
12 12 12 12 12 12 5 0,0 1 1 1 0,211871
12 12 12 12 12 12 5 0,0 1 1 1 0,110054
12 12 12 12 12 12 11 11 0,0 1 1 1 0,173963
12 12 12 12 12 12 11 10 0,0 1 1 1 0,128522
12 12 12 12 12 12 5 0,0 1 1 1 0,189758
12 12 12 12 12 12 11 0,0 1 1 1 0,153308
12 12 12 12 12 12 12 11 0,0 1 1 1 0,113213
12 12 12 12 12 12 11 11 0,0 1 1 1 0,184412
12 12 12 12 12 12 1 1 0,0 1 1 1 0,133382
12 12 12 12 12 12 1 1 0,0 1 1 1 0,114914
12 12 12 12 12 12 5 0,0 1 1 1 0,104708
12 12 12 12 12 12 5 0,0 1 1 1 0,178337
12 12 12 12 12 12 11 11 0,0 1 1 1 0,68987
12 12 12 12 12 5 0,0 1 1 1 0,101063
12 12 12 12 12 12 12 11 0,0 1 1 1 0,113213
12 12 12 12 12 12 11 0,0 1 1 1 0,122690
12 12 12 12 12 12 11 11 0,0 1 1 1 0,196319
12 12 12 12 12 12 11 11 0,0 1 1 1 0,107138
12 12 12 12 12 12 1 1 0,0 1 1 1 0,1919
12 12 12 12 12 12 5 0,0 1 1 1 0,145289
12 12 12 12 12 12 1 1 0,0 1 1 1 0,167402
12 12 12 12 12 12 11 11 0,0 1 1 1 0,32537
12 12 12 12 12 12 11 11 0,0 1 1 1 0,5807
12 12 12 12 12 12 11 11 0,0 1 1 1 0,192674
12 12 12 12 12 12 12 0,0 1 1 1 0,212114
12 12 12 12 12 12 11 11 0,0 1 1 1 0,44201
12 12 12 12 12 12 1 1 0,0 1 1 1 0,155495
12 12 12 12 12 12 12 1 0,0 1 1 1 0,4592
12 12 12 11 0,0 1 1 1 0,91586
12 12 12 12 12 12 5 0,0 1 1 1 0,83324
12 12 12 12 12 12 11 11 0,0 1 1 1 0,196319
12 12 12 12 12 12 5 0,0 1 1 1 0,24761
12 12 12 12 12 12 5 0,0 1 1 1 0,124634
12 12 12 12 12 12 12 10 0,0 1 1 1 0,18686
12 12 12 12 12 12 1 1 0,0 1 1 1 0,210170
12 12 12 12 12 12 12 11 0,0 1 1 1 0,95231
12 12 12 12 12 12 11 0,0 1 1 1 0,194861
12 12 12 12 12 12 12 10 0,0 1 1 1 0,120503
12 12 12 12 12 12 12 10 1 0,0 1 1 1 0,223778
12 12 12 12 12 12 1 1 0,0 1 1 1 0,3134
12 12 12 12 12 12 11 0,0 1 1 1 0,168860
12 12 12 12 12 12 5 0,0 1 1 1 0,5321
12 12 12 12 12 12 12 10 0,0 1 1 1 0,126578
12 12 12 12 12 12 12 11 0,0 1 1 1 0,230096
12 12 12 12 12 12 1 1 0,0 1 1 1 0,130223
12 12 12 12 12 12 1 1 0,0 1 1 1 0,111026
12 12 12 12 12 12 11 0,0 1 1 1 0,50276
12 12 12 12 12 12 12 11 0,0 1 1 1 0,190973
12 12 12 12 12 12 1 1 0,0 1 1 1 0,109568
12 12 12 12 12 12 11 11 0,0 1 1 1 0,192431
12 12 12 12 12 12 5 0,0 1 1 1 0,16985
12 12 12 12 12 12 12 11 0,0 1 1 1 0,54893
12 12 12 12 12 12 5 0,0 1 1 1 0,200936
12 12 12 12 12 12 5 0,0 1 1 1 0,99362
12 12 12 12 12 12 12 10 0,0 1 1 1 0,177365
12 12 12 12 12 12 12 11 0,0 1 1 1 0,215273
12 12 12 12 12 12 12 11 0,0 1 1 1 0,242975
12 12 12 12 12 12 11 11 0,0 1 1 1 0,48089
12 12 12 12 12 12 1 1 0,0 1 1 1 0,165215
12 12 12 12 12 12 1 1 0,0 1 1 1 0,184169
12 12 12 12 12 12 1 1 0,0 1 1 1 0,242489
12 12 12 12 12 12 11 11 0,0 1 1 1 0,1676
12 12 12 12 12 12 5 0,0 1 1 1 0,114428
12 12 12 12 12 12 1 1 0,0 1 1 1 0,50033
12 12 12 12 12 12 1 1 0,0 1 1 1 0,131681
12 12 12 12 12 12 12 0,0 1 1 1 0,58295
12 12 12 12 12 12 12 11 0,0 1 1 1 0,236171
12 12 12 12 12 12 1 1 0,0 1 1 1 0,234713
12 12 12 12 12 12 11 0,0 1 1 1 0,232769
12 12 12 12 12 12 5 0,0 1 1 1 0,215759
12 12 12 12 12 12 12 11 0,0 1 1 1 0,114185
9 9 9 9 9 9 9 1 0,0 1 1 0 1,237876
9 9 9 9 9 9 9 1 0,0 1 1 0 1,18933
9 9 9 4 4 4 4 6 0,0 1 1 0 1,52710
9 9 9 9 9 9 9 1 0,0 1 1 0 1,26709
9 9 4 4 4 4 4 6 0,0 1 1 0 1,197052
9 9 9 9 9 9 9 1 0,0 1 1 0 1,229857
9 9 9 9 9 9 9 1 0,0 1 1 0 1,159873
9 9 9 9 9 9 4 2 0,0 1 1 0 1,73365
9 9 9 9 9 9 1 0,0 1 1 0 1,28167
9 9 4 4 4 4 4 0,0 1 1 0 1,203856
9 9 9 4 4 4 4 6 0,0 1 1 0 1,231315
9 9 9 9 9 9 9 1 0,0 1 1 0 1,113460
9 9 9 9 9 9 9 1 0,0 1 1 0 1,186603
9 9 9 9 4 4 4 4 0,0 1 1 0 1,239091
9 9 9 9 9 9 9 1 0,0 1 1 0 1,95964
9 9 9 9 4 4 4 4 0,0 1 1 0 1,20391
9 9 9 9 9 9 9 1 0,0 1 1 0 1,208716
9 9 9 9 9 9 9 1 0,0 1 1 0 1,130956
9 9 9 9 9 9 9 1 0,0 1 1 0 1,220866
9 9 9 4 4 4 4 6 0,0 1 1 0 1,40317
9 9 9 9 9 9 9 1 0,0 1 1 0 1,171294
9 9 9 9 4 4 4 4 0,0 1 1 0 1,200454
9 9 9 9 4 4 4 4 0,0 1 1 0 1,165948
9 9 9 9 9 9 9 1 0,0 1 1 0 1,60486
9 9 9 9 9 9 9 1 0,0 1 1 0 1,159387
9 9 9 4 4 4 4 6 0,0 1 1 0 1,202398
9 9 9 4 4 4 4 6 0,0 1 1 0 1,149667
9 9 9 4 4 4 4 6 0,0 1 1 0 1,109572
9 9 9 4 4 4 4 6 0,0 1 1 0 1,147480
9 9 9 9 4 4 4 4 0,0 1 1 0 1,30354
9 9 9 9 9 9 9 1 0,0 1 1 0 1,140676
9 9 9 4 4 4 4 6 0,0 1 1 0 1,227670
9 9 9 4 4 4 4 6 0,0 1 1 0 1,24036
9 9 9 9 4 4 4 4 0,0 1 1 0 1,201912
9 9 9 9 9 9 9 1 0,0 1 1 0 1,185631
9 9 9 9 9 9 9 1 0,0 1 1 0 1,127068
9 9 9 9 9 9 9 1 0,0 1 1 0 1,105198
9 9 9 9 9 9 9 1 0,0 1 1 0 1,197538
9 9 9 9 9 9 9 1 0,0 1 1 0 1,136545
9 9 9 9 9 9 9 1 0,0 1 1 0 1,206043
9 9 9 9 9 9 9 1 0,0 1 1 0 1,143349
9 9 9 9 9 9 9 1 0,0 1 1 0 1,41532
9 9 9 9 9 9 9 1 0,0 1 1 0 1,105198
9 9 9 4 4 4 4 6 0,0 1 1 0 1,214062
9 9 9 9 9 9 9 1 0,0 1 1 0 1,35943
9 9 9 4 4 4 4 6 0,0 1 1 0 1,89646
9 9 9 9 9 9 1 0,0 1 1 0 1,28167
9 9 9 9 4 4 4 4 0,0 1 1 0 1,116376
9 9 9 9 9 9 9 1 0,0 1 1 0 1,32055
9 9 9 4 4 4 4 6 0,0 1 1 0 1,242979
9 9 9 9 9 9 9 1 0,0 1 1 0 1,19176
9 9 9 9 9 9 4 2 0,0 1 1 0 1,179799
9 9 9 9 9 9 9 1 0,0 1 1 0 1,233259
9 9 9 9 9 9 9 1 0,0 1 1 0 1,147966
9 9 9 4 4 4 4 6 0,0 1 1 0 1,227670
9 9 9 9 4 4 4 4 0,0 1 1 0 1,154527
9 9 9 9 9 9 9 1 0,0 1 1 0 1,218679
9 9 9 4 4 4 4 6 0,0 1 1 0 1,39588
9 9 9 9 9 9 9 1 0,0 1 1 0 1,222810
9 9 4 4 4 4 4 6 0,0 1 1 0 1,99609
9 9 9 9 9 9 9 1 0,0 1 1 0 1,178827
9 9 9 9 9 9 9 1 0,0 1 1 0 1,210660
9 9 9 4 4 4 4 6 0,0 1 1 0 1,221595
9 9 9 4 4 4 4 6 0,0 1 1 0 1,61701
9 9 9 4 4 4 4 6 0,0 1 1 0 1,114918
9 9 9 4 4 4 4 6 0,0 1 1 0 1,241764
9 9 9 9 9 9 9 1 0,0 1 1 0 1,25008
9 9 9 4 4 4 4 6 0,0 1 1 0 1,89646
9 9 9 9 9 9 9 1 0,0 1 1 0 1,61458
9 9 9 4 4 4 4 6 0,0 1 1 0 1,5811
9 9 9 4 4 4 4 6 0,0 1 1 0 1,201669
9 9 9 4 4 4 4 6 0,0 1 1 0 1,161817
9 9 9 4 4 4 4 6 0,0 1 1 0 1,222
9 9 9 4 4 4 4 6 0,0 1 1 0 1,197295
9 9 9 9 9 9 9 1 0,0 1 1 0 1,208959
9 9 9 9 9 9 9 1 0,0 1 1 0 1,187332
9 9 9 4 4 4 4 6 0,0 1 1 0 1,168378
9 9 9 9 4 4 4 4 0,0 1 1 0 1,122937
9 9 9 4 4 4 4 6 0,0 1 1 0 1,96693
9 9 9 9 9 9 4 2 0,0 1 1 0 1,191949
9 9 9 9 9 9 9 1 0,0 1 1 0 1,158658
9 9 9 4 4 4 4 6 0,0 1 1 0 1,64374
9 9 9 9 9 9 9 1 0,0 1 1 0 1,105441
9 9 9 4 4 4 4 6 0,0 1 1 0 1,136059
9 9 9 4 4 4 4 6 0,0 1 1 0 1,60243
9 9 9 9 9 9 9 1 0,0 1 1 0 1,131199
9 9 9 4 4 4 4 6 0,0 1 1 0 1,161817
9 9 9 9 9 9 9 1 0,0 1 1 0 1,90861
9 9 9 9 9 9 9 1 0,0 1 1 0 1,36429
9 9 9 9 4 4 4 4 0,0 1 1 0 1,24522
9 9 9 9 9 9 9 1 0,0 1 1 0 1,156228
9 9 9 9 9 9 4 2 0,0 1 1 0 1,223296
9 9 9 4 4 4 4 6 0,0 1 1 0 1,120264
9 9 9 9 9 9 9 1 0,0 1 1 0 1,143106
9 9 9 9 4 4 4 4 0,0 1 1 0 1,167163
9 9 9 9 9 9 9 1 0,0 1 1 0 1,66804
9 9 9 9 9 9 9 1 0,0 1 1 0 1,10671
9 9 9 9 9 9 9 1 0,0 1 1 0 1,2409
9 9 9 4 4 4 4 6 0,0 1 1 0 1,167892
9 9 9 9 9 9 9 1 0,0 1 1 0 1,117591
9 9 9 9 9 9 9 1 0,0 1 1 0 1,196809
9 9 9 4 4 4 4 6 0,0 1 1 0 1,64131
9 9 9 9 9 9 9 1 0,0 1 1 0 1,68262
9 9 9 9 9 9 9 1 0,0 1 1 0 1,133143
9 9 9 9 9 9 9 1 0,0 1 1 0 1,166677
9 9 9 4 4 4 4 6 0,0 1 1 0 1,219894
9 9 9 4 4 4 4 6 0,0 1 1 0 1,21120
9 9 9 4 4 4 4 6 0,0 1 1 0 1,36915
9 9 9 9 9 9 9 1 0,0 1 1 0 1,155013
9 9 9 4 4 4 4 6 0,0 1 1 0 1,114918
9 9 9 4 4 4 4 6 0,0 1 1 0 1,111030
9 9 9 9 9 9 9 1 0,0 1 1 0 1,38373
9 9 9 9 9 9 4 2 0,0 1 1 0 1,14559
9 9 9 9 9 9 4 2 0,0 1 1 0 1,8970
9 9 9 4 4 4 4 6 0,0 1 1 0 1,161331
9 9 9 9 4 4 4 4 0,0 1 1 0 1,195837
